# Words at >=3x their per-word rate in fiction vs. period corpus (min count 5)
# word	fictionCount	periodCount	ratio
ross	6	1	3.86
wrapping	6	1	3.86
eureka	6	1	3.86
uncertainty	6	1	3.86
photographer	6	1	3.86
astonishment	6	0	null
goddamned	6	0	null
lunatic	6	0	null
chew	6	1	3.86
tortured	6	0	null
insanity	6	0	null
safest	6	1	3.86
diploma	6	0	null
creditors	6	1	3.86
wrung	6	0	null
soothed	6	0	null
failing	6	1	3.86
sometime	6	1	3.86
uneasiness	6	0	null
bungled	6	0	null
enjoyed	6	1	3.86
ducking	6	0	null
measured	6	1	3.86
overcoat-pockets	6	0	null
bury	6	0	null
groaned	6	0	null
luger	6	0	null
mustached	6	0	null
taut	6	0	null
orient	6	1	3.86
bleed	6	0	null
sincerity	6	1	3.86
wastebasket	6	0	null
hyde	6	1	3.86
unmistakable	6	1	3.86
delighted	6	1	3.86
politeness	6	0	null
shaving	6	0	null
sputtered	6	0	null
rims	6	1	3.86
frighten	6	0	null
colorless	6	0	null
hotel-detective	6	0	null
wailed	6	0	null
attentive	6	1	3.86
five-thirty	6	0	null
polk	6	0	null
insignificant	6	0	null
charilaos	6	0	null
protruding	6	0	null
knotted	6	0	null
doorknob	6	0	null
chuckle	6	0	null
plumb	6	0	null
smack	6	0	null
indifferent	6	1	3.86
streaked	6	1	3.86
coons	6	0	null
tavender	6	0	null
bouncing	6	0	null
chink	6	0	null
strolling	6	0	null
offord	6	0	null
kindness	6	1	3.86
streaks	6	1	3.86
faked	6	0	null
bookkeeper	6	0	null
coupla	6	0	null
interviewed	6	1	3.86
manicure	6	0	null
rawboned	6	0	null
leopold	6	1	3.86
sorrow	6	0	null
courtroom	6	0	null
sprinkled	6	1	3.86
lunchroom	6	0	null
billboards	6	0	null
humbert	6	0	null
stupidity	6	0	null
exclamation	6	1	3.86
informant	6	0	null
stiffened	6	1	3.86
turned-up	6	0	null
smear	6	0	null
clump	6	0	null
whipped	6	1	3.86
chalked	6	0	null
vag	6	0	null
opium	6	1	3.86
feller	6	0	null
identifying	6	1	3.86
coplins	6	0	null
edouard	6	1	3.86
sociable	6	0	null
shuffled	6	0	null
locomobile	6	0	null
irma	6	0	null
countryman	6	1	3.86
arizona	6	0	null
diners	6	1	3.86
buckskin	6	1	3.86
faraway	6	0	null
fong	6	1	3.86
dimness	6	0	null
wrestler	6	0	null
microscope	6	0	null
trapdoor	6	0	null
pebble	6	0	null
adventures	6	1	3.86
sarong	6	0	null
canvas	6	1	3.86
tunic	6	0	null
raining	6	0	null
ape-built	6	0	null
chaps	6	0	null
giggle	6	0	null
rubury	6	0	null
tread	6	1	3.86
hymie	6	0	null
miriam	6	0	null
cobbled	6	0	null
moley	6	1	3.86
quixote	6	1	3.86
fancies	6	1	3.86
they'll	6	0	null
spokesman	6	1	3.86
fop	6	0	null
she'd	6	0	null
who's	6	1	3.86
valhalla	6	0	null
slavey	6	0	null
shuffles	6	0	null
wooden-leg	6	0	null
modernist	6	1	3.86
lee's	6	0	null
obbligato	6	0	null
wanderers	6	1	3.86
vife	6	0	null
liddle	6	0	null
footlights	6	0	null
donna	6	1	3.86
rumpus	5	0	null
credentials	5	1	3.22
bawling	5	0	null
unscrupulous	5	1	3.22
glowered	5	0	null
dictated	5	1	3.22
clip	5	1	3.22
pumping	5	0	null
righto	5	0	null
clucking	5	0	null
gumshoe	5	0	null
educated	5	1	3.22
trimming	5	0	null
creases	5	1	3.22
pouted	5	0	null
conscience	5	1	3.22
two-thirty	5	0	null
profane	5	1	3.22
blustering	5	0	null
boasting	5	1	3.22
hiring	5	1	3.22
shifty-eyed	5	0	null
knuckle	5	0	null
latch	5	0	null
gun-arm	5	0	null
scarlet	5	1	3.22
annoyance	5	0	null
rigged	5	0	null
introduce	5	1	3.22
bland	5	0	null
dart	5	0	null
profanity	5	0	null
dingus	5	0	null
pickings	5	1	3.22
loafing	5	0	null
boyfriend	5	0	null
laudanum	5	0	null
socked	5	0	null
matching	5	0	null
blue-eyed	5	1	3.22
irishman	5	0	null
upsetting	5	0	null
crap	5	0	null
berries	5	0	null
stool-pigeon	5	0	null
tussle	5	0	null
nowadays	5	0	null
unbuttoned	5	0	null
woolen	5	1	3.22
scarred	5	0	null
flared	5	0	null
alcove	5	0	null
bandage	5	0	null
smash	5	0	null
explanations	5	0	null
moldy	5	0	null
risking	5	0	null
white-ringed	5	0	null
sauntered	5	0	null
sack	5	1	3.22
peddle	5	0	null
outfit	5	0	null
cooped	5	0	null
celebrating	5	1	3.22
pans	5	1	3.22
ditched	5	0	null
padlocked	5	0	null
snake	5	1	3.22
gleamed	5	0	null
xviii	5	0	null
three-thirty	5	0	null
prong	5	0	null
putty	5	0	null
xix	5	0	null
nicer	5	0	null
deader	5	0	null
pills	5	0	null
six-inch	5	0	null
stripped	5	1	3.22
nitroglycerine	5	0	null
sniffed	5	1	3.22
doped	5	0	null
sombrero	5	0	null
jewel	5	0	null
hisself	5	0	null
excepting	5	0	null
redman	5	0	null
grub	5	0	null
fleshy	5	0	null
relationship	5	1	3.22
joking	5	0	null
forwarding	5	1	3.22
mop	5	1	3.22
loose-jointed	5	0	null
sonny	5	0	null
playful	5	1	3.22
cashed	5	0	null
reader	5	1	3.22
undershirt	5	0	null
insulted	5	1	3.22
flare	5	1	3.22
flicked	5	0	null
dimpled	5	0	null
coloring	5	1	3.22
unset	5	0	null
sorrel	5	0	null
apologize	5	0	null
sneering	5	0	null
serene	5	0	null
jailed	5	0	null
carelessness	5	1	3.22
hock-shop	5	0	null
prospects	5	0	null
hocus-pocus	5	0	null
looseness	5	0	null
softer	5	1	3.22
unintelligible	5	0	null
apologetic	5	0	null
blouse	5	0	null
jolt	5	0	null
disagreed	5	0	null
bullet-headed	5	0	null
shielded	5	0	null
marrying	5	0	null
spitting	5	1	3.22
doubting	5	0	null
ruddiness	5	0	null
illusions	5	0	null
symptoms	5	0	null
detached	5	0	null
tiptoe	5	1	3.22
tick	5	0	null
stuffy	5	1	3.22
street-door	5	0	null
panted	5	0	null
muddle	5	0	null
quivering	5	1	3.22
clawing	5	0	null
smothering	5	1	3.22
brushing	5	0	null
scrambling	5	1	3.22
white-faced	5	0	null
raced	5	1	3.22
punishing	5	0	null
bites	5	1	3.22
finks	5	0	null
handicapped	5	1	3.22
point-blank	5	0	null
sloped	5	0	null
forked	5	1	3.22
upside	5	1	3.22
stumbling	5	1	3.22
muscled	5	0	null
carters	5	0	null
seclusion	5	1	3.22
small-boned	5	0	null
debro	5	0	null
chills	5	0	null
sharp-featured	5	0	null
aggressive	5	1	3.22
watchful	5	0	null
printer	5	1	3.22
dark-eyed	5	0	null
puffed	5	0	null
medium-sized	5	0	null
durned	5	0	null
scenery	5	0	null
unfinished	5	0	null
mattress	5	1	3.22
comb	5	1	3.22
astonished	5	1	3.22
bellow	5	0	null
necks	5	0	null
forty-something	5	0	null
freckles	5	0	null
detecting	5	0	null
melodramatic	5	0	null
smallness	5	1	3.22
hopelessness	5	0	null
outdoors	5	0	null
jumbled	5	0	null
foreigner	5	1	3.22
brute	5	0	null
confuse	5	0	null
worthless	5	1	3.22
indistinct	5	0	null
oaken	5	0	null
corinne	5	0	null
anywheres	5	0	null
undressed	5	0	null
parting	5	1	3.22
clouded	5	0	null
verge	5	1	3.22
wavered	5	0	null
headlines	5	0	null
gestures	5	0	null
cheekbone	5	0	null
sullenness	5	0	null
drooping	5	0	null
thigh	5	0	null
inquiries	5	1	3.22
prayers	5	0	null
stillness	5	1	3.22
immobile	5	0	null
unpredictable	5	0	null
caressed	5	1	3.22
kemidov	5	0	null
swiftness	5	0	null
fairy	5	0	null
chins	5	0	null
sardonic	5	0	null
pacing	5	1	3.22
malta	5	0	null
algiers	5	0	null
thickened	5	0	null
glowing	5	1	3.22
flinched	5	0	null
advertisement	5	0	null
smudge	5	0	null
thataway	5	0	null
high-class	5	1	3.22
nose-glasses	5	0	null
flattened	5	1	3.22
bubbling	5	0	null
horrified	5	1	3.22
gripping	5	0	null
hardened	5	1	3.22
heater	5	0	null
pray	5	0	null
hissed	5	1	3.22
caress	5	0	null
eyeballs	5	0	null
jeffers	5	0	null
kinks	5	0	null
spied	5	0	null
soles	5	1	3.22
leighton	5	1	3.22
scuffle	5	0	null
barton	5	1	3.22
registers	5	0	null
jabbering	5	0	null
afterthought	5	0	null
investigations	5	1	3.22
parole	5	1	3.22
scratches	5	1	3.22
dance-floor	5	0	null
flicker	5	0	null
stow	5	1	3.22
apology	5	0	null
dexters	5	0	null
portsmouth	5	0	null
banging	5	0	null
snub-nosed	5	0	null
weaker	5	1	3.22
irritating	5	0	null
steaming	5	1	3.22
clamped	5	0	null
figg	5	0	null
awaken	5	0	null
stroll	5	1	3.22
nabbed	5	0	null
wisher	5	0	null
popping	5	0	null
practicing	5	1	3.22
blackmailer	5	0	null
plunging	5	1	3.22
trickled	5	0	null
grunts	5	0	null
fragile	5	0	null
chattered	5	0	null
drizzle	5	0	null
buzzing	5	1	3.22
lithe	5	0	null
trussed	5	1	3.22
emotionless	5	0	null
cowardice	5	1	3.22
loosened	5	1	3.22
withered	5	0	null
snarl	5	0	null
ebony	5	1	3.22
beloved	5	0	null
stricker	5	0	null
petty	5	1	3.22
unseeing	5	0	null
pasty-faced	5	0	null
swagger	5	0	null
gears	5	1	3.22
moisture	5	0	null
nickel-plated	5	0	null
wiggle	5	0	null
micky	5	0	null
heroin	5	0	null
jamocha	5	0	null
gough	5	0	null
applauded	5	0	null
grifters	5	0	null
sleuthing	5	0	null
scooting	5	0	null
phyllis	5	0	null
puny	5	0	null
howd	5	0	null
prodding	5	0	null
gun-barrel	5	0	null
charred	5	0	null
contra	5	0	null
insult	5	1	3.22
varney	5	0	null
livery	5	1	3.22
deep-set	5	0	null
turney	5	0	null
shiver	5	0	null
spofford	5	0	null
deplorable	5	1	3.22
tremor	5	0	null
zhukovski	5	0	null
pleshskev	5	0	null
hacker	5	0	null
toots	5	1	3.22
bless	5	0	null
salad	5	1	3.22
dearie	5	0	null
honorable	5	1	3.22
gink	5	0	null
accusation	5	1	3.22
villain	5	0	null
bunky	5	0	null
charg	5	1	3.22
scoundrels	5	0	null
creak	5	0	null
tremble	5	0	null
sheepskin	5	0	null
shah	5	0	null
valeska	5	0	null
marya	5	0	null
listens	5	1	3.22
majesty	5	1	3.22
moods	5	1	3.22
swerved	5	0	null
gazed	5	0	null
cogs	5	1	3.22
gulp	5	0	null
diversion	5	0	null
gleaming	5	1	3.22
fa'n	5	0	null
mig	5	1	3.22
fanny's	5	0	null
scurry	5	0	null
swarm	5	1	3.22
make-believe	5	1	3.22
invites	5	0	null
weren't	5	1	3.22
misfortune	5	1	3.22
garrulous	5	0	null
sittin'	5	0	null
bein'	5	0	null
tha'	5	1	3.22
awning	5	0	null
attired	5	0	null
tattered	5	0	null
ironing	5	0	null
egad	5	0	null
barytone	5	0	null
fishermen	5	1	3.22
shakes	5	1	3.22
mackinaw	5	0	null
halsted	5	0	null
saxophone	5	1	3.22
izzy	5	0	null
daffy	5	0	null
stevers	5	0	null
ecstasies	5	0	null
schneider's	5	0	null
yesterdays	5	0	null
vatch	5	0	null
figx	5	0	null
aboud	5	0	null
rooftops	5	0	null
interestin'	5	0	null
reflections	5	0	null
umbrella	5	1	3.22
marcey	5	0	null
umps	5	0	null
ump	5	1	3.22
mcguire	5	0	null
yankel	5	0	null
chaim	5	0	null
gargoyle	5	0	null
